2015-06-17 20:47:48,285 [Worker-76] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.grants.harvesters:harvester_rda:1.1.1 @ /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/RDA/harvester_rda/pom.xml.
2015-06-17 20:59:40,898 [Worker-67] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/grants/harvesters/harvester_pmh/1.1.1/harvester_pmh-1.1.1.jar
2015-06-17 20:59:40,922 [Worker-67] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.grants.harvesters:harvester_dryad:1.0.2 @ /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Dryad/harvester_dryad/pom.xml.
2015-06-17 20:59:41,517 [Worker-67] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/grants/harvesters/harvester_pmh/1.2.2/harvester_pmh-1.2.2.pom
2015-06-17 20:59:41,518 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.harvesters:harvester_pmh:jar:1.2.2 is missing, no dependency information available
2015-06-17 20:59:42,128 [Worker-67] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/grants/harvesters/harvester_pmh/1.2.2/harvester_pmh-1.2.2.jar
2015-06-17 20:59:42,298 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.harvesters:harvester_pmh:jar:1.1.1 is missing, no dependency information available
2015-06-17 20:59:42,794 [Worker-67] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /harvester_publications/src/main/java
2015-06-17 20:59:42,795 [Worker-67] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /harvester_publications/src/main/resources
2015-06-17 20:59:42,795 [Worker-67] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /harvester_publications/src/test/java
2015-06-17 20:59:42,795 [Worker-67] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /harvester_publications/src/test/resources
2015-06-17 20:59:42,852 [Worker-67] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /harvester_cern/src/main/java
2015-06-17 20:59:42,852 [Worker-67] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /harvester_cern/src/test/java
2015-06-17 20:59:42,880 [Worker-67] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /harvester_dryad/src/main/java
2015-06-17 20:59:42,881 [Worker-67] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /harvester_dryad/src/test/java
2015-06-17 20:59:42,903 [Worker-67] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /harvester_grants/src/main/java
2015-06-17 20:59:42,904 [Worker-67] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /harvester_grants/src/main/resources
2015-06-17 20:59:42,904 [Worker-67] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /harvester_grants/src/test/java
2015-06-17 20:59:42,904 [Worker-67] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /harvester_grants/src/test/resources
2015-06-17 20:59:42,939 [Worker-67] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Imported and configured 4 project(s) in 9 sec
2015-06-17 20:59:43,343 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:43,343 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/main/resources
2015-06-17 20:59:43,344 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:43,344 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/test/resources
2015-06-17 20:59:43,349 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.harvesters:harvester_pmh:jar:1.2.2 is missing, no dependency information available
2015-06-17 20:59:43,354 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:43,355 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Dryad/harvester_dryad/src/main/resources
2015-06-17 20:59:43,356 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:43,356 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Dryad/harvester_dryad/src/test/resources
2015-06-17 20:59:43,444 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.google:google_query:jar:1.0.1 is missing, no dependency information available
2015-06-17 20:59:43,465 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:43,468 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-06-17 20:59:43,470 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:43,470 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-06-17 20:59:43,548 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.google:google_query:jar:1.0.1 is missing, no dependency information available
2015-06-17 20:59:43,575 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:43,576 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-06-17 20:59:43,578 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:43,578 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-06-17 20:59:43,701 [Worker-72] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: ogr.grants.harvesters:harvester_publications:1.0.0 @ /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Web/harvester_publications/pom.xml.
2015-06-17 20:59:43,777 [Worker-72] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.google:google_query:jar:1.0.1 is missing, no dependency information available
2015-06-17 20:59:43,859 [Worker-72] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: ogr.grants.harvesters:harvester_grants:1.1.0 @ /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Web/harvester_grants/pom.xml.
2015-06-17 20:59:43,935 [Worker-72] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.grants.harvesters:harvester_cern:1.0.4 @ /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/pom.xml.
2015-06-17 20:59:43,941 [Worker-72] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.harvesters:harvester_pmh:jar:1.1.1 is missing, no dependency information available
2015-06-17 20:59:44,008 [Worker-72] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.grants.harvesters:harvester_dryad:1.0.2 @ /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Dryad/harvester_dryad/pom.xml.
2015-06-17 20:59:44,010 [Worker-72] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.harvesters:harvester_pmh:jar:1.2.2 is missing, no dependency information available
2015-06-17 20:59:44,640 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.harvesters:harvester_pmh:jar:1.1.1 is missing, no dependency information available
2015-06-17 20:59:44,644 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:44,644 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/main/resources
2015-06-17 20:59:44,645 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:44,645 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/test/resources
2015-06-17 20:59:44,650 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.harvesters:harvester_pmh:jar:1.2.2 is missing, no dependency information available
2015-06-17 20:59:44,654 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:44,654 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Dryad/harvester_dryad/src/main/resources
2015-06-17 20:59:44,655 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:44,655 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Dryad/harvester_dryad/src/test/resources
2015-06-17 20:59:44,717 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.google:google_query:jar:1.0.1 is missing, no dependency information available
2015-06-17 20:59:44,734 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:44,748 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-06-17 20:59:44,750 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:44,750 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-06-17 20:59:44,815 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.google:google_query:jar:1.0.1 is missing, no dependency information available
2015-06-17 20:59:44,832 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:44,832 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-06-17 20:59:44,833 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 20:59:44,833 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2015-06-17 21:00:01,050 [Worker-79] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.rd.switchboard.harvesters:harvester_cern:1.0.4 @ /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/pom.xml.
2015-06-17 21:00:01,051 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.harvesters:harvester_pmh:jar:1.1.1 is missing, no dependency information available
2015-06-17 21:00:01,185 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 21:00:01,185 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/main/resources
2015-06-17 21:00:01,186 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 21:00:01,186 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/test/resources
2015-06-17 21:00:17,918 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.harvesters:harvester_pmh:jar:1.2.2 is missing, no dependency information available
2015-06-17 21:00:18,073 [Worker-82] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.rd.switchboard.harvesters:harvester_cern:1.0.4 @ /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/pom.xml.
2015-06-17 21:00:18,074 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.grants.harvesters:harvester_pmh:jar:1.2.2 is missing, no dependency information available
2015-06-17 21:00:18,104 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 21:00:18,104 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/main/resources
2015-06-17 21:00:18,105 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 21:00:18,106 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/test/resources
2015-06-17 21:00:38,632 [Worker-67] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.rd.switchboard.harvesters:harvester_cern:1.0.4 @ /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/pom.xml.
2015-06-17 21:00:38,656 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 21:00:38,656 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/main/resources
2015-06-17 21:00:38,657 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 21:00:38,658 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/test/resources
2015-06-17 21:00:39,841 [Worker-83] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 21:00:39,842 [Worker-83] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/main/resources
2015-06-17 21:00:39,843 [Worker-83] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 21:00:39,843 [Worker-83] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/test/resources
2015-06-17 21:00:43,072 [Worker-82] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.rd.switchboard.harvesters:harvester_cern:1.0.4 @ /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/pom.xml.
2015-06-17 21:00:43,096 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 21:00:43,096 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/main/resources
2015-06-17 21:00:43,097 [Worker-82] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 21:00:43,098 [Worker-82] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/test/resources
2015-06-17 21:01:07,354 [Worker-82] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.rd.switchboard.harvesters:harvester_cern:1.0.4 @ /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/pom.xml.
2015-06-17 21:01:13,541 [Worker-80] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 21:01:13,541 [Worker-80] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/main/resources
2015-06-17 21:01:13,542 [Worker-80] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 21:01:13,542 [Worker-80] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/test/resources
2015-06-17 21:01:32,082 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2015-06-17 21:01:32,083 [Worker-81] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/dima/Projects/RD-Switchboard/Harvesters/src/Harvesters/Cern/harvester_cern/src/main/resources
2015-06-17 21:01:32,084 [Worker-81] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
